6,1757580875411,-3.729248524e+00,-9.007984161e+00,1.057827950e+00
6,1757580885411,-3.527688980e+00,-9.095226288e+00,1.001097798e+00
6,1757580895411,-3.316431522e+00,-9.179924011e+00,9.488549829e-01
6,1757580905411,-3.090897083e+00,-9.262622833e+00,9.055933356e-01
6,1757580915411,-2.858365774e+00,-9.341078758e+00,8.626029491e-01
6,1757580925411,-2.619643927e+00,-9.415751457e+00,8.069213629e-01
6,1757580935411,-2.375545263e+00,-9.486611366e+00,7.286837101e-01
6,1757580945411,-2.129767895e+00,-9.552099228e+00,6.256996989e-01
6,1757580955411,-1.897315383e+00,-9.607962608e+00,5.073580146e-01
6,1757580965411,-1.695831060e+00,-9.651248932e+00,3.840332329e-01
6,1757580975411,-1.549437761e+00,-9.679919243e+00,2.615682781e-01
6,1757580985411,-1.490921259e+00,-9.691729546e+00,1.327496022e-01
6,1757580995411,-1.453716159e+00,-9.698287010e+00,5.407996476e-03
6,1757581005411,-1.416543484e+00,-9.702940941e+00,-1.276046336e-01
6,1757581015411,-1.394656658e+00,-9.703685760e+00,-2.519143224e-01
6,1757581025411,-1.402115822e+00,-9.699882507e+00,-3.410977423e-01
6,1757581035411,-1.451293945e+00,-9.690262794e+00,-4.031722248e-01
6,1757581045411,-1.530590773e+00,-9.673951149e+00,-4.919050038e-01
6,1757581055411,-1.599763989e+00,-9.655628204e+00,-6.160621047e-01
6,1757581065411,-1.649878860e+00,-9.637639999e+00,-7.508370876e-01
6,1757581075411,-1.681082964e+00,-9.620161057e+00,-8.924895525e-01
6,1757581085411,-1.708176970e+00,-9.599584579e+00,-1.048801184e+00
6,1757581095411,-1.695910811e+00,-9.598903656e+00,-1.074624181e+00
6,1757581105411,-1.641710758e+00,-9.616645813e+00,-9.975550175e-01
6,1757581115411,-1.599663377e+00,-9.633318901e+00,-9.001859426e-01
6,1757581125411,-1.571240425e+00,-9.641408920e+00,-8.629606366e-01
6,1757581135411,-1.536550283e+00,-9.645356178e+00,-8.810843229e-01
6,1757581145411,-1.514593840e+00,-9.648485184e+00,-8.845663667e-01
6,1757581155411,-1.501485109e+00,-9.654367447e+00,-8.419570327e-01
6,1757581165411,-1.485521197e+00,-9.662373543e+00,-7.757172585e-01
6,1757581175411,-1.460367441e+00,-9.670392036e+00,-7.216548324e-01
6,1757581185411,-1.439806938e+00,-9.675261497e+00,-6.974047422e-01
6,1757581195411,-1.438630581e+00,-9.674317360e+00,-7.127203941e-01
6,1757581205411,-1.440358162e+00,-9.670984268e+00,-7.533119321e-01
6,1757581215411,-1.438565373e+00,-9.666022301e+00,-8.175696135e-01
6,1757581225411,-1.421257734e+00,-9.660588264e+00,-9.073445797e-01
6,1757581235411,-1.391916752e+00,-9.653203964e+00,-1.023797154e+00
6,1757581245411,-1.362624884e+00,-9.641967773e+00,-1.159969687e+00
6,1757581255411,-1.337228894e+00,-9.626287460e+00,-1.310108185e+00
6,1757581265411,-1.312155485e+00,-9.607721329e+00,-1.462913990e+00
6,1757581275411,-1.294712543e+00,-9.587108612e+00,-1.606529236e+00
6,1757581285411,-1.279765129e+00,-9.568506241e+00,-1.725111723e+00
6,1757581295411,-1.265332103e+00,-9.555672646e+00,-1.804938197e+00
6,1757581305411,-1.248801827e+00,-9.552869797e+00,-1.831130624e+00
6,1757581315411,-1.237774253e+00,-9.554387093e+00,-1.830752373e+00
6,1757581325411,-1.235342026e+00,-9.558532715e+00,-1.810647130e+00
6,1757581335411,-1.236037612e+00,-9.563821793e+00,-1.781914473e+00
6,1757581345411,-1.237680435e+00,-9.568651199e+00,-1.754716039e+00
6,1757581355411,-1.247505307e+00,-9.571218491e+00,-1.733558655e+00
6,1757581365411,-1.266579509e+00,-9.570552826e+00,-1.723383904e+00
6,1757581375411,-1.273272514e+00,-9.567433357e+00,-1.735758185e+00
6,1757581385411,-1.261564255e+00,-9.562674522e+00,-1.770200610e+00
6,1757581395411,-1.249384880e+00,-9.554644585e+00,-1.821511149e+00
6,1757581405411,-1.233046293e+00,-9.546153069e+00,-1.876279116e+00
6,1757581415411,-1.216404080e+00,-9.542925835e+00,-1.903354645e+00
6,1757581425411,-1.223009229e+00,-9.548478127e+00,-1.871084452e+00
6,1757581435411,-1.252595067e+00,-9.566886902e+00,-1.753803015e+00
6,1757581445411,-1.289933681e+00,-9.593930244e+00,-1.569209218e+00
6,1757581455411,-1.322670221e+00,-9.621942520e+00,-1.356031179e+00
6,1757581465411,-1.338656902e+00,-9.645242691e+00,-1.160657644e+00
6,1757581475411,-1.346807122e+00,-9.660313606e+00,-1.017068148e+00
6,1757581485411,-1.360715866e+00,-9.669113159e+00,-9.092758298e-01
6,1757581495411,-1.386379600e+00,-9.676096916e+00,-7.880243659e-01
6,1757581505411,-1.418085814e+00,-9.682624817e+00,-6.370160580e-01
6,1757581515411,-1.466856480e+00,-9.684943199e+00,-4.693371952e-01
6,1757581525411,-1.550606847e+00,-9.678358078e+00,-3.081921041e-01
6,1757581535411,-1.676397681e+00,-9.660634995e+00,-1.786421686e-01
6,1757581545411,-1.833767056e+00,-9.633491516e+00,-5.797112733e-02
6,1757581555411,-2.001980305e+00,-9.599716187e+00,8.617781848e-02
6,1757581565411,-2.170864582e+00,-9.559855461e+00,2.582575679e-01
6,1757581575411,-2.339452744e+00,-9.513203621e+00,4.427466989e-01
6,1757581585411,-2.521397114e+00,-9.457006454e+00,6.145288944e-01
6,1757581595411,-2.731242895e+00,-9.388903618e+00,7.476029396e-01
6,1757581605411,-2.945928097e+00,-9.316746712e+00,8.305547833e-01
6,1757581615411,-3.093760729e+00,-9.270558357e+00,8.095248342e-01
6,1757581625411,-3.217833281e+00,-9.235120773e+00,7.268033028e-01
6,1757581635411,-3.366472244e+00,-9.191520691e+00,5.941215158e-01
6,1757581645411,-3.549680233e+00,-9.131436348e+00,4.319137633e-01
6,1757581655411,-3.734996796e+00,-9.063621521e+00,2.659153640e-01
6,1757581665411,-3.905441761e+00,-8.994686127e+00,1.148532927e-01
6,1757581675411,-4.055095673e+00,-8.928914070e+00,2.676291950e-02
6,1757581685411,-4.187834263e+00,-8.867414474e+00,2.893909439e-02
6,1757581695411,-4.316946030e+00,-8.804671288e+00,1.083873138e-01
6,1757581705411,-4.438124180e+00,-8.741890907e+00,2.290139198e-01
6,1757581715411,-4.534749985e+00,-8.687467575e+00,3.658218682e-01
6,1757581725411,-4.597291470e+00,-8.647299767e+00,5.091571808e-01
6,1757581735411,-4.634007931e+00,-8.619206429e+00,6.366670728e-01
6,1757581745411,-4.664169788e+00,-8.594538689e+00,7.413058877e-01
6,1757581755411,-4.676241875e+00,-8.578563690e+00,8.433429599e-01
6,1757581765411,-4.669008255e+00,-8.573977470e+00,9.259972572e-01
6,1757581775411,-4.647235870e+00,-8.579329491e+00,9.839701653e-01
6,1757581785411,-4.608955383e+00,-8.594720840e+00,1.028831005e+00
6,1757581795411,-4.556083679e+00,-8.618575096e+00,1.064108729e+00
6,1757581805411,-4.491350174e+00,-8.649559021e+00,1.087652087e+00
6,1757581815411,-4.416984081e+00,-8.686422348e+00,1.098258734e+00
6,1757581825411,-4.334559441e+00,-8.728787422e+00,1.090834141e+00
6,1757581835411,-4.244468689e+00,-8.778333664e+00,1.046644330e+00
6,1757581845411,-4.150570393e+00,-8.830596924e+00,9.815958142e-01
6,1757581855411,-4.051514626e+00,-8.884606361e+00,9.050170183e-01
6,1757581865411,-3.944072723e+00,-8.941013336e+00,8.201987743e-01
6,1757581875411,-3.824198484e+00,-9.000811577e+00,7.287333608e-01
6,1757581885411,-3.689338923e+00,-9.064105988e+00,6.330208778e-01
6,1757581895411,-3.539017677e+00,-9.130262375e+00,5.326765776e-01
6,1757581905411,-3.371862888e+00,-9.198422432e+00,4.355868995e-01
6,1757581915411,-3.190996170e+00,-9.266500473e+00,3.458692133e-01
6,1757581925411,-2.996301651e+00,-9.333935738e+00,2.639759481e-01
6,1757581935411,-2.790285349e+00,-9.398559570e+00,2.266846001e-01
6,1757581945411,-2.576216459e+00,-9.460017204e+00,2.028811276e-01
6,1757581955411,-2.366396904e+00,-9.515609741e+00,1.528618336e-01
6,1757581965411,-2.182229757e+00,-9.560436249e+00,7.696341723e-02
6,1757581975411,-2.034812450e+00,-9.593190193e+00,1.304360572e-02
6,1757581985411,-1.926229954e+00,-9.615470886e+00,-4.881751537e-02
6,1757581995411,-1.848826647e+00,-9.629887581e+00,-1.304156035e-01
6,1757582005411,-1.799675703e+00,-9.637906075e+00,-2.047650367e-01
6,1757582015411,-1.769483089e+00,-9.641742706e+00,-2.751601636e-01
6,1757582025411,-1.756404400e+00,-9.641325951e+00,-3.605202436e-01
6,1757582035411,-1.771620750e+00,-9.633790016e+00,-4.704641402e-01
6,1757582045411,-1.825402617e+00,-9.616740227e+00,-5.966665149e-01
6,1757582055411,-1.884433985e+00,-9.597631454e+00,-7.100743055e-01
6,1757582065411,-1.941260099e+00,-9.578664780e+00,-8.066787720e-01
6,1757582075410,-1.993110061e+00,-9.559513092e+00,-9.018266797e-01
6,1757582085410,-2.045357466e+00,-9.535772324e+00,-1.027454495e+00
6,1757582095410,-2.095292330e+00,-9.508019447e+00,-1.173535228e+00
6,1757582105410,-2.129106522e+00,-9.483316422e+00,-1.305170774e+00
6,1757582115410,-2.119381428e+00,-9.473962784e+00,-1.386480689e+00
6,1757582125410,-2.081938744e+00,-9.476887703e+00,-1.422708750e+00
6,1757582135410,-2.021034241e+00,-9.484984398e+00,-1.456108928e+00
6,1757582145410,-2.004784346e+00,-9.487579346e+00,-1.461708069e+00
6,1757582155410,-2.024510860e+00,-9.490085602e+00,-1.417625189e+00
6,1757582165410,-2.030136108e+00,-9.498762131e+00,-1.349900126e+00
6,1757582175410,-1.999038339e+00,-9.516356468e+00,-1.269905925e+00
6,1757582185410,-1.953649044e+00,-9.536157608e+00,-1.189429641e+00
6,1757582195410,-1.918549895e+00,-9.550087929e+00,-1.133445859e+00
6,1757582205410,-1.888656259e+00,-9.557347298e+00,-1.122553825e+00
6,1757582215410,-1.857188821e+00,-9.559402466e+00,-1.156949401e+00
6,1757582225410,-1.830366373e+00,-9.557624817e+00,-1.213136077e+00
6,1757582235410,-1.811444163e+00,-9.554194450e+00,-1.267332911e+00
6,1757582245410,-1.795734882e+00,-9.551178932e+00,-1.311583519e+00
6,1757582255410,-1.781581521e+00,-9.548837662e+00,-1.347450376e+00
6,1757582265410,-1.772337914e+00,-9.545126915e+00,-1.385411620e+00
6,1757582275410,-1.764941931e+00,-9.540506363e+00,-1.426045179e+00
6,1757582285410,-1.759313345e+00,-9.534130096e+00,-1.474855185e+00
6,1757582295410,-1.756165981e+00,-9.523859978e+00,-1.543375134e+00
6,1757582305410,-1.740534902e+00,-9.511175156e+00,-1.636461377e+00
6,1757582315410,-1.702357531e+00,-9.502317429e+00,-1.725670576e+00
6,1757582325410,-1.656913519e+00,-9.504161835e+00,-1.759419084e+00
6,1757582335410,-1.623208523e+00,-9.515919685e+00,-1.727007389e+00
6,1757582345410,-1.601010799e+00,-9.529617310e+00,-1.671303034e+00
6,1757582355410,-1.586727023e+00,-9.538025856e+00,-1.636551380e+00
6,1757582365410,-1.574909449e+00,-9.543522835e+00,-1.615806699e+00
6,1757582375411,-1.553649306e+00,-9.548703194e+00,-1.605718493e+00
6,1757582385411,-1.518309116e+00,-9.554596901e+00,-1.604492784e+00
6,1757582395411,-1.475081682e+00,-9.561629295e+00,-1.602969527e+00
6,1757582405411,-1.429871798e+00,-9.570838928e+00,-1.588858485e+00
6,1757582415411,-1.386252999e+00,-9.582796097e+00,-1.555049777e+00
6,1757582425411,-1.345986724e+00,-9.595673561e+00,-1.510456562e+00
6,1757582435411,-1.305542231e+00,-9.607245445e+00,-1.471868753e+00
6,1757582445411,-1.258923054e+00,-9.616744995e+00,-1.450244427e+00
6,1757582455411,-1.219001412e+00,-9.623973846e+00,-1.436271429e+00
6,1757582465411,-1.195695043e+00,-9.630631447e+00,-1.411104202e+00
6,1757582475411,-1.166494131e+00,-9.638708115e+00,-1.380019426e+00
6,1757582485411,-1.133045673e+00,-9.646339417e+00,-1.354363561e+00
6,1757582495411,-1.104382873e+00,-9.652538300e+00,-1.333597183e+00
6,1757582505411,-1.073154688e+00,-9.659270287e+00,-1.310226321e+00
6,1757582515411,-1.036946535e+00,-9.666224480e+00,-1.287990451e+00
6,1757582525411,-1.000163198e+00,-9.672499657e+00,-1.269831181e+00
6,1757582535411,-9.663228393e-01,-9.678642273e+00,-1.248972535e+00
6,1757582545411,-9.344947338e-01,-9.686292648e+00,-1.213347077e+00
6,1757582555411,-9.069900513e-01,-9.696722031e+00,-1.149395704e+00
6,1757582565411,-9.106169939e-01,-9.709232330e+00,-1.035314560e+00
