label,linear_x_mean,linear_y_mean,linear_z_mean,gyro_x_mean,gyro_y_mean,gyro_z_mean,grav_x_mean,grav_y_mean,grav_z_mean,linear_x_std,linear_y_std,linear_z_std,gyro_x_std,gyro_y_std,gyro_z_std,grav_x_std,grav_y_std,grav_z_std,linear_x_energy,linear_y_energy,linear_z_energy,gyro_x_energy,gyro_y_energy,gyro_z_energy,grav_x_energy,grav_y_energy,grav_z_energy
0,8.568217086775,1.4039694734843153,0.0,-5.82026902051695,-3.791690404461,-0.50793948299448,-0.018799375602729977,-0.12908193775185003,-0.09564622587212501,1.2197763888408006,1.8527173464141202,0.0,10.869913742003344,7.5716971596470275,5.993635947510517,2.1581728128899385,2.183701435490807,3.0303985256447072,74.8947592126827,5.386529040351085,0.0,151.43978110598954,71.42086101130145,36.00205603031854,4.634774757368836,4.761371346221561,9.146546848632049
0,6.6878329799865,4.338568950155165,0.0,-4.18468158558845,-3.2794878616968,-0.8903214677288651,-0.77847750990115,0.2497339274,-0.009434813582734982,2.549577185150264,3.4397906186847726,0.0,10.815341062134452,6.381850921160751,8.585808431562732,3.0483953892492517,1.765075116606291,3.0861200700422864,51.19495207211866,30.596179238140298,0.0,133.89830425160318,51.27942170903738,74.14019820727515,9.852278110372014,3.1622797509210274,9.476605416991557
0,3.2247777778373505,4.2769041848142,0.0,-2.1071171272045,-1.4610786256378752,-0.44563080844793496,-1.4208206424945002,0.93508197045385,0.3988522473614,3.241662663040351,4.071988202935902,0.0,10.058128953397047,5.225617929937369,9.173310457360211,3.803154355998673,2.4898149170408495,2.5711636789265127,20.855026653278706,34.790091891306126,0.0,105.10007084070668,29.305298086230355,83.92746344081657,16.410394438412407,7.042560720981394,6.736911365737003
0,1.36871507057325,1.1335076493066,0.0,-0.11483212470600002,-3.0009321308225747,1.0569744580709497,-0.7426960704146001,0.16750230340394992,0.03622431093430009,2.2502509687773333,2.8109531457841976,0.0,5.47734012422121,5.006773271461922,7.832594500983217,4.865544383098007,2.501792979462766,2.5622189206884682,6.9116922197852455,9.14678989089168,0.0,29.86443497908611,33.94803335266972,62.15998393876274,24.106751986186374,6.255730293174367,6.5334531692489755
0,0.89651402727175,0.631925471611055,0.0,-1.243226351770475,-5.6603155106282,0.14788549037314994,0.7529433426479,0.009486734214209917,-1.1116525776878499,3.4713302369231362,2.1945059585400792,0.0,3.758024276881553,5.7120246347083885,8.685054922088714,6.045506466881164,2.000821845606662,2.6583614358262877,12.793620346802967,5.191106921728427,0.0,15.597744495039489,64.5032609802361,75.07489822296183,36.932331376134265,3.983361615693617,8.267322549351002
0,-0.9298769408889501,-0.2644962619231751,0.0,-3.0707020712414757,-5.7732159768702,-0.49431904529289994,0.6862093652383399,0.06609561729676003,-0.2253787339648651,5.524217885105726,2.3091133700683018,0.0,6.276839442304708,5.620299171953786,6.702219036753423,4.695030745017913,2.182873349744411,3.565148002375141,31.22906945110836,5.375302805620382,0.0,48.63093102787641,64.75984668394243,44.939492635076164,22.403980421120956,4.745480011345103,12.697524451168869
0,-3.4434776297483,-1.98622886962183,0.0,-4.3338306667365,-2.8210005234789004,2.0541284340499497,-0.15581339563601,-0.24638638821289993,0.6475263176816349,5.410408993820481,1.7237836163909581,0.0,7.513367726295694,5.315637545654242,3.8490697741182904,1.33944122070161,1.6721222041058348,3.4570130406220043,40.98370103958846,6.901677928876413,0.0,74.95052936553476,36.072766457653444,18.960705058973375,1.80941008405567,2.8427189544330345,12.31047479930578
0,-5.548450275631451,-2.696199496395,0.0,-5.7910905935635,-0.71807489151375,2.8009488302468,0.14715743996644995,0.53342585870953,0.25426960268655,3.6380522857920607,0.5889880691388268,0.0,7.124379487648367,5.573011419210478,2.6208796326533297,0.9925160632301708,1.0795794332113229,3.338421891813071,43.95454777314077,7.614664135220596,0.0,84.03972943146435,31.41879554707962,14.679979348273685,1.0018180072285463,1.444207440589816,11.153988454948454
0,-5.8087819501115,-0.9018155233677,0.0,-6.9792555593829,-0.61638450023735,1.4080335764475,0.510216035834855,0.71861576640008,0.14986051788159999,3.8856340974994286,1.6940621024212452,0.0,6.642809661773477,5.8178859773602785,2.9993035216525317,0.8928059424539965,1.18981756130555,3.65117531558657,48.76460932189311,3.6687684130125477,0.0,92.61629376471541,34.05848811147038,10.93340105932583,1.053437341849797,1.924996119763905,13.286883954042692
0,-3.90799560139905,1.1762475137033,0.0,-4.5976966857666,-1.0673650097833502,-0.3451303170679499,0.2612670643605,0.29368568006319995,-0.11832154483239998,4.546063813167841,1.2686245630399713,0.0,6.707342660319485,5.094527973638579,2.813183010199132,1.1616106763162837,1.3174775737659727,3.358302674304703,35.835792332981484,2.9849194540318114,0.0,65.90231814943613,26.96371226192488,7.993543591388111,1.4108531454348678,1.8133197002635775,11.235805855952433
0,-2.7701685001438,1.9298716446779998,0.0,-3.8756909013752,-1.88916946281035,-0.8098147082199,0.330450605504045,-0.15457334512180498,0.12808317500185007,4.661746853585933,0.9780847390041738,0.0,6.337102894712771,5.56036960119716,2.3578947452881476,1.3223237023334315,1.022040949457702,3.3692743510517955,29.297057827472702,4.676271072821667,0.0,54.97905869568862,34.33208281062302,6.1876691533574535,1.8489948765620199,1.0632377828787039,11.311654904110776
0,2.2586941059752004,3.7947468853319997,0.0,-4.0992751786334996,-2.6745429907918004,-0.2662038329232,0.16783217083762003,-0.970316680352255,0.23954775554180002,6.444009288671795,2.186427459540326,0.0,4.88901247063359,5.039995811494569,2.768763505928031,1.5386160875760013,0.962515942292339,2.983582257690692,46.419328498293055,19.156666634389715,0.0,40.58698771348142,32.42773020057693,7.698585575663089,2.3836704051910105,1.8633192146408948,8.914637400149768
