,grav_x,grav_y,grav_z,linear_x,linear_y,linear_z,gyro_x,gyro_y,gyro_z
0,-0.8548403382,6.919605255,6.896274567,-1.086967587,5.454290867,7.721599579,-0.08254316449,0.2826015353,0.1621083617
1,-0.8623225093,6.910527229,6.904440403,-1.149216771,5.317821026,7.434295654,-0.08254316449,0.2826015353,0.1621083617
2,-0.8699516654,6.900508404,6.913498878,-1.256955862,5.193322659,7.00573349,-0.08254316449,0.2826015353,0.1621083617
3,-0.8776955605,6.889715672,6.923278809,-1.278503656,5.083189487,6.919542313,0.06345362961,0.257556051,0.1511127949
4,-0.8845543861,6.888188839,6.923925877,-1.278503656,4.999392509,6.809409142,0.03901901841,0.2764928937,0.1535562575
5,-0.8925788999,6.884413719,6.926650524,-1.235408068,4.980238914,6.747159481,-0.001908953884,0.2502256632,0.1645518243
6,-0.8981137872,6.877755165,6.932544231,-1.175553083,5.011363506,6.876446724,-0.03306308016,0.2092977017,0.1731039435
7,-0.9003042579,6.86899662,6.940940857,-1.11569798,5.016151905,7.000945091,-0.06727153808,0.1640936732,0.1822669208
8,-0.898855269,6.85790205,6.95208931,-1.070208192,4.953902721,7.067982674,-0.110032104,0.1207222417,0.1914298981
9,-0.8938887119,6.843850136,6.966565609,-1.15161097,4.874594688,7.127837658,-0.1570687294,0.08040513843,0.2012037337
10,-0.8855917454,6.826515675,6.984605312,-1.26653266,4.848258495,7.113472462,-0.2108248621,0.0370337069,0.2103667259
11,-0.8738384843,6.805400848,7.006658554,-1.357512355,4.742913723,7.020098686,-0.257861495,0.01320996135,0.2195297033
12,-0.8599709868,6.780949593,7.032031059,-1.513135433,4.668693542,6.912359715,-0.2951242626,0.0125990957,0.2231948823
13,-0.8460076451,6.753733635,7.059858322,-1.455674648,4.302380562,6.459855556,-0.3207806051,0.02848159149,0.2225840241
14,-0.8334127665,6.724560261,7.089148045,-1.493981838,4.175487995,6.261136532,-0.3384957016,0.05963572115,0.2189188302
15,-0.8234608769,6.693909168,7.119255066,-1.683123827,4.050989151,6.043264389,-0.340328306,0.1469894499,0.214642778
16,-0.8201633692,6.662935734,7.148628712,-1.81959331,3.751713991,5.693710804,-0.3122285008,0.2117411643,0.2121993154
