,grav_x,grav_y,grav_z,linear_x,linear_y,linear_z,gyro_x,gyro_y,gyro_z
126,-2.039274931,6.878750801,6.685389519,-1.757344007,6.78786087,6.012139797,0.145385921,0.1253800988,0.01779145002
127,-2.04283309,6.888568401,6.674183369,-1.841141105,6.723217487,5.777507782,0.1478293836,0.07101308554,-0.006032294128
128,-2.044948101,6.898435116,6.663340569,-1.963245392,6.692092896,5.621884823,0.1276708394,0.03863722831,-0.02069306001
129,-2.04658246,6.906979561,6.653979778,-2.085349798,6.699275494,5.562029839,0.0849102661,0.02764165215,-0.02069306001
130,-2.048396587,6.912815571,6.647350788,-2.114080191,6.744765282,5.583577633,0.0232128799,0.03313944116,-0.006032294128
131,-2.050173759,6.914966583,6.644568443,-2.056619167,6.919542313,5.712864399,-0.04948008433,0.05513058975,0.03123048507
132,-2.051132679,6.913256168,6.646058559,-1.996764183,7.111078262,5.827786446,-0.1191187203,0.0972802937,0.07887797803
133,-2.05175209,6.908214569,6.651107311,-1.915361404,7.288249016,5.988197803,-0.17715092,0.1492038369,0.1204168126
134,-2.053039312,6.900476456,6.658730984,-1.833958507,7.446266651,6.170156956,-0.2144137025,0.2011273801,0.1503492147
135,-2.055659771,6.891335964,6.667388916,-1.721431017,7.518092632,6.30662632,-0.2461786866,0.2139555514,0.1485166103
136,-2.059066296,6.880599022,6.677417278,-1.55862534,7.463026047,6.311414719,-0.2394591719,0.2041817009,0.1283580661
137,-2.062787533,6.870500565,6.686656952,-1.556231141,7.403171062,6.301837921,-0.2095267773,0.1895209402,0.09231700748
138,-2.067429781,6.862157345,6.693790436,-1.762132406,7.419930458,6.285078526,-0.1740965992,0.153479889,0.03550654277
139,-2.072998762,6.855383396,6.699009895,-2.111685991,7.415142059,6.256348133,-0.1472185254,0.09789115191,-0.02802344225
140,-2.078947544,6.849441051,6.703242779,-2.387019157,7.384017467,6.246771336,-0.1295034289,0.05574145541,-0.07139487565
141,-2.085287333,6.844033241,6.706789494,-2.669534922,7.293037415,6.352116585,-0.117896989,0.04169155285,-0.08239044994
142,-2.092117548,6.839357376,6.709433079,-2.743755102,7.230788231,6.421548367,-0.1130100712,0.02886338346,-0.06895141304
143,-2.098208904,6.834944248,6.712028027,-2.806004286,7.221211433,6.414365768,-0.1044579595,0.008704829961,-0.02802344225
144,-2.101127386,6.831447124,6.714678764,-2.801215887,7.266701221,6.347328186,-0.08307767659,-0.005345070735,0.01779145002
145,-2.100834846,6.829888821,6.71635294,-2.726995707,7.309797287,6.198887348,-0.03359758854,-0.007788531948,0.07643451542
146,-2.097047091,6.832562923,6.714813232,-2.49236393,7.403171062,5.875670433,-0.005497787148,-0.02367102914,0.100258261
147,-2.091103315,6.837553024,6.711589813,-2.276885748,7.417536259,5.63385582,0.00244346098,-0.04810563847,0.110032104
148,-2.083160162,6.843650818,6.707847118,-2.176329374,7.434295654,5.521328449,-0.02871066704,-0.07742717117,0.09781479836
149,-2.074221611,6.848102093,6.706071377,-2.126051188,7.290643215,5.547664642,-0.08796459436,-0.09147707373,0.06910412759
150,-2.066382408,6.848849297,6.707728863,-2.207453966,7.204452038,5.667374611,-0.1563815027,-0.07987063378,0.03917173296
151,-2.061189413,6.844826221,6.713433266,-2.394201756,7.137414455,5.844545841,-0.2168571651,-0.06520986557,0.01595885493
152,-2.058385134,6.836203575,6.723069191,-2.53067112,7.103895664,6.004957199,-0.2602286041,-0.05543602258,-0.002977967961
153,-2.057674885,6.82416296,6.735514164,-2.631227732,7.077559471,6.04087019,-0.282830596,-0.05360342562,-0.01275181212
154,-2.058025122,6.810212135,6.749504566,-2.671929121,7.058405876,6.105513573,-0.2889392674,-0.05910121277,-0.01214094646
155,-2.058381796,6.795702457,6.764008999,-2.624045134,7.046434879,6.105513573,-0.2858849466,-0.07559457421,-0.004810563754
156,-2.057537317,6.781398773,6.778602123,-2.63841033,7.024887085,6.122272968,-0.2846632004,-0.1110247597,0.01473712362
157,-2.053289413,6.767427921,6.793834686,-2.557007313,7.032069683,6.220435143,-0.2877175212,-0.1317941695,0.02512183413
158,-2.047208071,6.753357887,6.809658527,-2.389413357,7.010521889,6.184522152,-0.2852740586,-0.1434006095,0.03795000166
159,-2.039647818,6.739566803,6.825564861,-2.303221941,6.974608898,6.275501728,-0.2785545588,-0.1543961912,0.04405865446
160,-2.030818939,6.726272583,6.841300488,-2.111685991,6.950666904,6.629843712,-0.2816088796,-0.1653917581,0.04222606122
161,-2.021128893,6.71257925,6.857599258,-2.066195965,6.857293129,6.6753335,-0.2767219543,-0.1812742651,0.03489567712
162,-2.010429382,6.698842525,6.87415123,-2.094926596,6.75194788,6.687304497,-0.2437352389,-0.1812742651,0.02206750773
163,-2.000172377,6.686807156,6.888848782,-2.181117773,6.6753335,6.574777126,-0.1869247705,-0.1324050426,0.003130684374
164,-1.994152665,6.677877903,6.899245739,-2.336740971,6.629843712,6.270713329,-0.1148426682,-0.06398813426,-0.01336267684
165,-1.993753672,6.673160553,6.903925896,-2.554613113,6.656179905,6.019322395,-0.04031710699,-0.005955935922,-0.01702786796
166,-1.997581363,6.673181057,6.902800083,-2.693476915,6.6753335,5.772719383,0.04092797264,0.0484110713,-0.001145372284
167,-2.004328012,6.678901672,6.895306587,-2.688688517,6.579565525,5.509357452,0.07086037099,0.04657847434,0.01840231568
168,-2.00993228,6.686933041,6.885881901,-2.63841033,6.526893139,5.26275444,0.0849102661,0.02458732575,0.03795000166
169,-2.012773514,6.696144581,6.876096249,-2.693476915,6.541258335,5.119102478,0.07819075137,-0.008399397135,0.05199990422
